x_label;factor
332;249695.01076262456
333;248895.24869120462
334;238889.9582852872
335;260352.7501720822
336;285111.0042369128
337;276187.7390244069
338;281497.68686161
339;268728.2213519263
340;264188.84944620496
341;266085.3786098122
342;239882.9137854556
343;269359.2373579961
344;250177.35667941422
345;239357.697503722
346;232141.45561518773
347;255465.40988013538
348;247012.10203073715
349;230506.40044902035
350;215095.3995572425
351;208673.27002252158
352;203353.2152439875
353;245856.92131888922
354;218785.07063176468
355;244850.65064302046
356;241295.7865371415
357;213474.07280971622
358;220539.57060589918
359;191993.30597896228
360;190339.77125720898
361;183883.9637756483
362;171370.95507733212
363;176388.47166143561
364;178217.9827435976
365;169304.2417061768
366;165765.00537738416
367;169490.04418952533
368;164942.29307091943
369;161009.75003740296
370;190422.77174971625
371;183408.7253439672
372;179604.65933670598
373;180317.88638875893
374;171275.74423737422
375;210923.40470747952
376;201302.94604134862
377;199953.669670762
378;209718.71335560744
379;207164.76596831137
380;203286.0299854189
381;207581.3354314766
382;194056.0682606918
383;198069.30842824554
384;194926.90744707183
385;185273.52077392154
386;197962.00195860682
387;211664.10982112648
388;206569.05755900271
389;198379.135977637
390;232228.51055585468
391;238428.41788744702
392;201357.45751934047
393;211507.02671406843
394;199672.16726281156
395;227300.5768809799
396;258589.36837916914
397;259882.2126147366
398;237245.56536075825
399;239793.38146577164
400;235806.62630593986
401;221663.24631968382
402;205036.7486991484
403;240974.21254772233
404;224036.30656380294
405;230195.37613270438
406;241272.86897503276
407;234941.25248965976
408;212567.0428191077
409;225696.42756746747
410;181783.5857203005
411;219413.62503738492
412;220840.29141146602
413;203662.2032834155
414;216069.74870652234
415;172988.05077744703
416;182016.69138268466
417;201922.07047717684
418;197151.2519781972
419;181003.47787494466
420;177057.6470640041
421;161903.06560107906
422;159071.61601635872
423;170042.83664722563
424;184158.26738694203
425;183028.0035672054
426;176016.5183491005
427;196982.60909892968
428;195958.82221015825
429;197827.62774385227
430;233786.26047282878
431;224890.5433949393
432;219096.28408772356
433;193929.1635800042
434;201153.52420558757
435;216447.49458802614
436;200167.06463706313
437;189630.63304336567
438;202769.42584620247
439;190315.11030232857
440;185349.01012750814
441;201071.18213998515
442;190526.83857623057
443;225172.82552642433
444;224206.87815345646
445;224128.43683112398
446;294955.94418829784
447;250312.41913905367
448;227404.45315345787
449;239134.99802067544
450;236874.7234008508
451;231816.51157207912
452;233675.08485873934
453;240339.27339011017
454;231703.0931451138
455;231343.92447069503
456;191643.73811312675
457;163524.55014965203
458;156158.19263819544
459;166664.4887747366
460;165925.7505949691
461;185859.3494916157
462;197860.2128271685
463;208555.79563795778
464;206786.63279017768
465;167689.62989877668
466;192341.93145544254
467;195629.39673547822
468;211123.68910561147
469;188496.5771085029
470;181139.71097079996
471;183109.81263046333
472;166863.26297184697
473;172408.1023591451
474;173571.0447570973
475;179806.98597948567
476;181395.5154531795
477;188407.3270086553
478;165732.12676487133
479;163922.22772919244
480;192801.55435814374
481;156450.62315765466
482;156412.1445510066
483;139501.9856691297
484;143863.26658387226
485;155142.93188144043
486;175106.40648969417
487;157340.9099233537
488;116715.21335325486
489;123705.71819064699
490;106735.15101516822
491;101886.14945726749
492;114548.12908252084
493;132630.28313263896
494;139345.29660844078
495;164223.39758282257
496;165695.7244530973
497;200274.01169956228
498;156878.74289040154
499;130703.25552089278
500;140749.50662165368
501;155296.84316315912
502;154021.5793126669
503;146004.77125912262
504;150210.7246852344
505;144665.6514962073
506;133159.14240003948
507;131874.80640251917
508;127822.19291922021
509;106215.16572831805
510;131231.57000478156
511;150607.78579538004
512;143759.06468706863
513;132160.46418670902
514;153448.34935032137
515;150573.63347296187
516;147659.01775194408
517;155481.07502542995
518;167918.04211686732
519;161498.66617152665
520;168414.62771800236
521;227536.60938558166
522;215108.25806282525
523;177619.6136678117
524;178713.27621668373
525;142092.85277948744
526;144386.44255136917
527;161360.47021760102
528;130311.58451138303
529;129021.1412833575
530;142753.13089337456
531;171261.30284376122
532;162085.28104671458
533;160633.0497723654
534;171088.6087946481
535;150035.2839269268
536;129788.50329072913
537;142566.730827512
538;149298.8300597781
539;146642.56125925595
540;156012.2010095524
541;139832.20109622428
542;151305.46669919114
543;135198.645189561
544;151489.8950403108
545;120360.31788002938
546;111439.52021387407
547;128619.38041175876
548;144483.04315251033
549;141646.81454409918
550;173645.89278348998
551;199010.34238945646
552;183175.5015245097
553;173797.92108925903
554;183588.04058553014
555;185869.8342698459
556;227526.32093553303
557;229111.73312511848
558;231871.84496981077
559;216297.04613570657
560;164369.1199041487
561;192745.95904151705
562;219810.2231705531
563;197476.73526913687
564;227243.96993474857
565;125629.688072904
566;136184.53071601863
567;127240.72752376605
568;155007.90977380075
569;144684.80466040765
570;109066.69097152492
571;178161.84594775797
572;163286.6693111108
573;143378.9660127523
574;158891.31063747563
575;142689.13287635305
576;123504.75580534116
577;181921.39988551653
578;164169.54145337333
579;149116.1836262695
580;149097.53917721094
581;151226.93418313624
582;136032.73187189532
583;133177.56709694883
584;87269.70972976688
585;128385.55143830969
586;110162.35181886007
587;105625.38861176417
588;132059.0499284176
589;130938.36041431817
590;118146.35380969476
591;87521.38279779257
592;102579.43524929557
593;112482.53384539706
594;63384.8233585178
595;67757.2472669588
596;92158.34315152292
597;82606.19727661065
598;97993.38743306363
599;98176.96458235914
600;88797.26422356314
601;115403.86257471921
602;123346.72272383676
603;119238.06622760287
604;112892.0995501251
605;112442.038929257
606;112306.7747921955
607;108786.13758785935
608;126195.08232997877
609;111389.12806150159
610;108581.03857987002
611;81814.59122092379
612;81449.92285875679
613;56401.281012097184
614;144279.06509487808
615;111921.17964435185
616;111157.51513827492
617;128507.68405256495
618;126032.07189579753
619;110809.48147693794
620;121292.17879482302
621;78402.32080993589
622;91440.12794916201
623;87206.66016546192
624;45511.491650020966
625;46836.38579628372
626;37303.04576256039
627;30398.700723506718
628;50445.94702250931
629;47222.89173878903
630;59179.67606961749
631;59179.67606961749
632;67601.71426507707
633;64972.2943124472
634;56493.911329409275
635;69255.90277345412
636;59721.94138336691
637;38744.78692000274
638;45860.576900722925
639;44368.35379850968
640;47632.567335797416
641;47234.738095840155
642;46988.59543401492
643;44790.909898813814
644;44790.909898813814
645;49022.93511874788
646;39388.69835483966
647;33301.28037363386
648;39537.087927887995
649;28247.89316307265
650;29332.240573060753
651;35704.8026473576
652;30118.133210971257
653;23892.988012441303
654;31385.00213078339
655;30782.996308336024
656;45709.648623048015
657;43905.6632906433
658;41310.88943242241
659;28597.562603113867
660;30371.44875934217
661;30708.506932350236
662;20826.472838146507
663;42252.69918382092
664;41144.739655467696
665;52192.416013020345
666;44001.11486778089
667;42583.83777421129
668;30729.7659980228
669;28083.130104141677
670;26858.431517429475
671;25612.08863096876
672;22841.68439949661
673;22547.132722558974
674;25756.262665897873
675;37180.74183861686
676;36995.47807917092
677;45637.5036391879
678;21291.345598064487
679;22498.517470167666
680;25008.280490533394
681;28210.582583999763
682;17272.40093857393
683;41469.97334402291
684;39909.35683020347
685;30022.486439615284
686;30764.509396857484
687;11202.588499322337
688;11566.200196537931
689;9436.352244970452
690;4435.588317360359
691;9997.131743864733
692;13705.058402826215
693;18505.918080310305
694;19098.397371527743
695;15231.629815256507
696;12327.789817986892
697;7313.643542166692
698;20805.934912641344
699;16994.91257732072
700;13038.862401411761
701;13038.862401411761
702;10377.332379515135
703;10377.332379515135
704;10377.332379515135
705;10304.470050688518
706;14768.058105665983
707;31802.634390945004
708;6658.69446950727
709;6738.950177586663
710;19262.546593473562
711;16373.34125132299
712;10506.77951723159
713;9474.501834715458
714;9272.511157997424
715;5464.365672522858
716;8992.045579614838
717;14994.966914457209
718;30031.44906659073
719;20374.780164459826
720;15896.123688918915
721;17797.418265987104
722;47369.66176140643
723;61608.35790517331
724;34955.10446648485
725;33906.97057951793
726;21445.272490671596
727;15543.704165491283
728;12808.654109114867
729;16271.436186054907
730;6613.704404086672
731;19343.72599512299
732;27680.712383888906
733;16084.382200017599
734;37426.546202901925
735;37038.54126441889
736;52926.78919793558
737;30095.212083571925
738;22105.679895244448
739;17114.950239106187
740;19764.519456137343
741;30782.538506998953
742;47815.390819136
743;25706.026999706628
744;10340.837490753991
745;9888.8227483662
746;14174.747901627
747;16325.37247832897
748;19005.574101035418
749;18760.370276200738
750;19833.22418208812
751;9506.206852901389
752;9506.206852901389
753;13900.427973785365
754;11728.566798286582
755;14613.228074580635
756;12233.673656837318
757;10885.672778819753
758;22789.948161831348
759;10441.206588603873
760;10345.765158065273
761;15387.727798833997
762;31557.132822872638
763;15377.548261856213
764;22111.113740642602
765;15381.196832721245
766;16955.227451482468
767;17377.075534921383
768;17726.613087540456
769;18294.904452739327
770;28711.624048433772
771;27496.85508465332
772;10996.28590340932
773;5313.011266441942
774;5063.1812997478655
775;5046.825673705127
776;5046.825673705127
777;4721.125492510812
778;6483.414768137589
779;11153.18804450546
780;37853.78492535896
781;35524.86663842171
782;34218.65970739623
783;33089.32013236732
784;34028.53103146064
785;34616.679164057925
786;33499.99326877739
787;34335.84804262833
788;64864.947020723506
789;64864.947020723506
790;20385.02302506178
791;14265.58601595624
792;16023.503747962799
793;16023.503747962799
794;17137.49152813195
795;16392.656835852005
796;14652.302122114897
797;25894.144177626702
798;25894.144177626702
799;67083.57828234024
800;38567.8313263935
801;39150.69739738455
802;39150.69739738455
803;39150.69739738455
804;38734.398913725345
805;29314.66227729753
806;30613.443270643424
807;31447.215170471645
808;32193.5988160221
809;42054.82926889549
810;20354.83104855809
811;11957.009905694476
812;11418.671013606407
813;29880.15999186216
814;25626.17929744079
815;24657.390778893372
816;29508.01691357111
817;34878.299059544996
818;50752.07547888577
819;58923.13699158051
820;43988.78129958047
821;43988.78129958047
822;43988.78129958047
823;26147.20012656272
824;28110.357441207077
825;27526.580624286195
826;20582.590795127966
827;7226.483028083487
828;1281.7337495039314
829;1153.3315372538207
830;857.224101112762
831;857.224101112762
832;1436.0266459109014
833;1436.0266459109014
834;1219.7861492605984
835;1219.7861492605984
836;2062.6368788780046
837;1461.2910400071896
838;1190.5384351894756
839;1200.9018542217289
840;1028.9518201210424
841;1572.4010113620982
842;2042.96489150939
843;3508.1992796149757
844;3228.18547339137
845;3767.8513441087507
846;3767.8513441087507
847;2656.1298981611662
848;2656.1298981611662
849;8915.186634629412
850;8915.186634629412
851;21880.373841818662
852;13886.430752131506
853;22088.254518462
854;18511.89189659758
855;18511.89189659758
856;11928.99561132624
857;14312.936645962784
858;9570.140810818086
859;9975.019855906286
860;9189.262967488821
861;15495.015824836715
862;21634.323241559716
863;21687.782579336843
864;11241.980558522664
865;16876.074132851416
866;15922.93566167869
867;15922.93566167869
868;1835.137160317838
869;1110.0387508208498
870;1792.4277807577869
871;1609.2906494181375
872;1609.2906494181375
873;3517.2416546324725
874;3080.472035942371
875;3080.472035942371
876;3080.472035942371
877;1721.6764847586562
878;2842.9675612459023
879;6543.809621313818
880;3824.49234798456
881;1990.0274782047961
882;2277.0388351792426
883;2873.2258965657297
884;11363.800806314443
885;11363.800806314443
886;11672.563152790934
887;8446.045144145819
888;8525.472524501944
889;13083.10453848823
890;13083.10453848823
891;12466.23992774776
892;20772.65238278922
893;13843.490789143483
894;16304.050767018949
895;20683.98441287753
896;4368.044372794082
897;3479.3441703031904
898;3479.3441703031904
899;5970.279960556764
900;19187.453990423095
901;10663.930404320565
902;11096.055283231057
903;17033.641700850225
904;17033.641700850225
905;15701.374636355884
906;10729.533593230117
907;10729.533593230117
908;10729.533593230117
909;10729.533593230117
910;10729.533593230117
911;23484.27711746744
912;19922.86120337652
913;17181.922611034264
914;17181.922611034264
915;17181.922611034264
916;17181.922611034264
917;15668.195062685385
918;19057.86414115882
919;19057.86414115882
920;16024.292427010163
921;16240.612145126739
922;886.5664761066249
923;886.5664761066249
924;813.5327258592398
925;813.5327258592398
926;838.5592848049719
927;852.3292352614698
928;4210.2233449152645
929;4210.2233449152645
930;4210.2233449152645
931;2967.3011891486385
932;3179.833450427946
933;3179.833450427946
934;9985.402463507657
935;9942.783212831608
936;9942.783212831608
937;9942.783212831608
938;9096.861504601484
939;9096.861504601484
940;9224.603111311435
941;9827.330125645012
942;9827.330125645012
943;9920.440132046951
944;9920.440132046951
945;5652.265717343616
946;5652.265717343616
947;9614.95989583905
948;9614.95989583905
949;11358.391810924366
950;11358.391810924366
951;11358.391810924366
952;11557.886516028288
953;11557.886516028288
954;48812.78684047009
955;34452.64960592521
956;27816.244854266242
957;29499.48066914779
958;31239.724397046655
959;31239.724397046655
960;81935.5722589085
961;81935.5722589085
962;81935.5722589085
963;81935.5722589085
964;97602.14939206658
965;119458.86849608364
966;119458.86849608364
967;36632.67497528173
968;36632.67497528173
969;36632.67497528173
970;36632.67497528173
971;36632.67497528173
972;36632.67497528173
973;29018.095552661554
974;43509.311404512366
975;43509.311404512366
976;43509.311404512366
977;43638.39853090298
978;44010.22471264601
979;33683.05694254168
980;11397.30345582406
981;11397.30345582406
982;11397.30345582406
983;11712.946450549158
984;12006.818589894056
985;12006.818589894056
986;12006.818589894056
987;12006.818589894056
988;12006.818589894056
989;12629.062577335173
990;18149.033978014548
991;18149.033978014548
992;18149.033978014548
993;18149.033978014548
994;18149.033978014548
995;18870.263027397366
996;18870.263027397366
997;18870.263027397366
998;18870.263027397366
999;5402.831957977319
1000;5988.268379148604
1001;3892.0575487776614
1002;9339.083663901138
1003;9864.232068160853
1004;9864.232068160853
1005;9864.232068160853
1006;40456.31561616201
1007;36725.19255940817
1008;11337.738707861681
1009;14997.17225912802
1010;14997.17225912802
1011;14997.17225912802
1012;14997.17225912802
1013;14997.17225912802
1014;14997.17225912802
1015;14997.17225912802
1016;14997.17225912802
1017;14997.17225912802
1018;12171.37085323613
1019;12171.37085323613
1020;12626.504847216676
1021;13657.767106838837
1022;13657.767106838837
1023;13657.767106838837
1024;13657.767106838837
1025;13657.767106838837
1026;13657.767106838837
1027;13657.767106838837
1028;13657.767106838837
1029;13657.767106838837
1030;13657.767106838837
1031;13657.767106838837
1032;13657.767106838837
1033;13657.767106838837
1034;13657.767106838837
1035;13657.767106838837
1036;11243.96694598228
1037;11243.96694598228
1038;11243.96694598228
1039;11243.96694598228
1040;12211.216918254046
1041;12211.216918254046
1042;12211.216918254046
1043;12211.216918254046
1044;5007.502078891571
1045;5007.502078891571
1046;5007.502078891571
1047;5205.867370243586
1048;3668.3106615017787
1049;3668.3106615017787
1050;3668.3106615017787
1051;3668.3106615017787
1052;3668.3106615017787
1053;3668.3106615017787
1054;988.8875943616661
1055;988.8875943616661
1056;3879.617758544525
1057;15561.484182776416
1058;15561.484182776416
1059;15561.484182776416
1060;35101.91893431618
1061;37137.79074193524
1062;37137.79074193524
1063;37137.79074193524
1064;37137.79074193524
1065;37137.79074193524
1066;39179.53750393335
1067;39179.53750393335
1068;39179.53750393335
1069;39179.53750393335
1070;39179.53750393335
1071;39179.53750393335
1072;39179.53750393335
1073;39179.53750393335
1074;39179.53750393335
1075;42312.79462126217
1076;42312.79462126217
1077;44187.46092909445
1078;45979.64165936742
1079;45979.64165936742
1080;164395.05237649212
1081;164395.05237649212
1082;164395.05237649212
1083;164395.05237649212
1084;166108.37257406482
1085;166108.37257406482
1086;166108.37257406482
1087;166108.37257406482
1088;166108.37257406482
1089;166108.37257406482
1090;162482.27146215035
1091;162482.27146215035
1092;158591.54366561738
1093;158591.54366561738
1094;158591.54366561738
1095;158591.54366561738
1096;158591.54366561738
1097;159591.00529505845
1098;157660.87475686028
1099;157660.87475686028
1100;157660.87475686028
1101;157660.87475686028
1102;157660.87475686028
1103;157660.87475686028
1104;157660.87475686028
1105;157660.87475686028
1106;157660.87475686028
1107;167050.96363526757
1108;167050.96363526757
1109;167050.96363526757
1110;169104.72628200572
1111;169104.72628200572
1112;163123.14344824312
1113;162814.18390896215
1114;162814.18390896215
1115;162814.18390896215
1116;162814.18390896215
1117;159090.21889947847
1118;159090.21889947847
1119;159090.21889947847
1120;159090.21889947847
1121;159090.21889947847
1122;159090.21889947847
1123;159090.21889947847
1124;159090.21889947847
1125;159090.21889947847
1126;159090.21889947847
1127;159090.21889947847
1128;159090.21889947847
1129;157047.25236707367
1130;157047.25236707367
1131;157047.25236707367
1132;157047.25236707367
1133;23363.238393002946
1134;23363.238393002946
1135;7304.997553671846
1136;7304.997553671846
1137;7304.997553671846
1138;7304.997553671846
1139;8147.241109214263
1140;8147.241109214263
1141;8147.241109214263
1142;221554.0494694323
1143;221554.0494694323
1144;114482474.88292164
1145;424348.3473113149
1146;424348.3473113149
1147;394223.08476605127
1148;394223.08476605127
1149;394223.08476605127
1150;365147.22600787046
1151;365147.22600787046
1152;365147.22600787046
1153;365147.22600787046
1154;365147.22600787046
1155;365147.22600787046
1156;365147.22600787046
1157;365147.22600787046
1158;365147.22600787046
1159;388391.0726995037
1160;388391.0726995037
1161;548788.5813220248
1162;506930.54124785285
1163;506930.54124785285
1164;506930.54124785285
1165;506930.54124785285
1166;506930.54124785285
1167;14970.538479170038
1168;14970.538479170038
1169;14970.538479170038
1170;14970.538479170038
1171;14970.538479170038
1172;14970.538479170038
1173;14970.538479170038
1174;15275.00723574269
1175;15275.00723574269
1176;15275.00723574269
1177;15275.00723574269
1178;15275.00723574269
1179;15275.00723574269
1180;14981.873433355722
1181;14981.873433355722
1182;14981.873433355722
1183;14981.873433355722
1184;14981.873433355722
1185;423383.3475885131
1186;423383.3475885131
1187;423383.3475885131
1188;600284.602254948
1189;600284.602254948
1190;600284.602254948
1191;643590.902018915
1192;643590.902018915
1193;643590.902018915
1194;553316.814758413
1195;553316.814758413
1196;553316.814758413
1197;553316.814758413
1198;553316.814758413
1199;553316.814758413
1200;553316.814758413
1201;553316.814758413
1202;553316.814758413
1203;553316.814758413
1204;536979.7467915819
1205;536979.7467915819
1206;536979.7467915819
1207;536979.7467915819
1208;536979.7467915819
1209;536979.7467915819
1210;762301.1678535428
1211;762301.1678535428
1212;762301.1678535428
1213;762301.1678535428
1214;704178.0241045019
1215;704178.0241045019
1216;704178.0241045019
1217;704178.0241045019
1218;60235.918517197
1219;60235.918517197
1220;60235.918517197
1221;60235.918517197
1222;61359.47520034383
1223;61591.806333792425
1224;61591.806333792425
1225;61652.44977589395
1226;61652.44977589395
1227;61652.44977589395
1228;61652.44977589395
1229;61407.91221156421
1230;61407.91221156421
1231;61407.91221156421
1232;61407.91221156421
1233;61407.91221156421
1234;61407.91221156421
1235;65064.14081725965
1236;65064.14081725965
1237;65064.14081725965
1238;65064.14081725965
1239;65064.14081725965
1240;65064.14081725965
1241;65064.14081725965
1242;65064.14081725965
1243;65064.14081725965
1244;3079.2310512859144
1245;3418.868693028951
1246;3418.868693028951
1247;3234.9269745264073
1248;3807.9787977657725
1249;72912.10888101721
1250;72912.10888101721
1251;72912.10888101721
1252;72912.10888101721
1253;72912.10888101721
1254;72912.10888101721
1255;72912.10888101721
1256;72912.10888101721
1257;72912.10888101721
1258;70135.12318432853
1259;10374.61720317127
1260;10509.064143595953
1261;10509.064143595953
1262;10509.064143595953
1263;10509.064143595953
1264;10509.064143595953
1265;10509.064143595953
1266;10509.064143595953
1267;10509.064143595953
1268;10509.064143595953
1269;10509.064143595953
1270;10509.064143595953
1271;10509.064143595953
1272;10509.064143595953
1273;10509.064143595953
1274;10509.064143595953
1275;19771.218476243266
1276;19771.218476243266
1277;19771.218476243266
1278;19771.218476243266
1279;21035.384535503654
1280;21035.384535503654
1281;21035.384535503654
1282;9819.290153702234
1283;10141.186121161121
1284;10141.186121161121
1285;10141.186121161121
1286;10141.186121161121
1287;10141.186121161121
1288;10141.186121161121
1289;10044.035775994907
1290;10044.035775994907
1291;10044.035775994907
1292;10044.035775994907
1293;10044.035775994907
1294;10044.035775994907
1295;10044.035775994907
1296;10044.035775994907
1297;10044.035775994907
1298;10044.035775994907
1299;10053.250107143054
1300;9385.950193168428
1301;9385.950193168428
1302;9261.632173898104
1303;9261.632173898104
1304;9261.632173898104
1305;9261.632173898104
1306;9261.632173898104
1307;9126.849567651707
1308;9358.057001585472
1309;9358.057001585472
1310;9254.509570281833
1311;9254.509570281833
1312;9254.509570281833
1313;9254.509570281833
1314;9254.509570281833
1315;9254.509570281833
1316;9605.612026176015
1317;9534.38540852945
1318;9534.38540852945
1319;9534.38540852945
1320;9534.38540852945
1321;2914.274808765249
1322;2914.274808765249
1323;9667.694366642962
1324;9667.694366642962
1325;9667.694366642962
1326;9667.694366642962
1327;9667.694366642962
1328;9667.694366642962
1329;9667.694366642962
1330;2150.1875774075984
1331;2150.1875774075984
1332;2150.1875774075984
1333;2150.1875774075984
1334;2150.1875774075984
1335;2150.1875774075984
1336;2150.1875774075984
1337;2150.1875774075984
1338;2150.1875774075984
1339;2150.1875774075984
1340;2150.1875774075984
1341;2150.1875774075984
1342;2150.1875774075984
1343;2150.1875774075984
1344;2936.6928056220877
1345;2936.6928056220877
1346;2936.6928056220877
1347;9973.264159900822
1348;10069.129612664121
1349;10069.129612664121
1350;10069.129612664121
1351;10069.129612664121
1352;10069.129612664121
1353;10069.129612664121
