x_label;exponent
0;0.5397158364828665
1;0.9659920491590523
2;1.0087473469143002
3;0.9171253040874432
4;1.1097918655250982
5;1.0725051378839379
6;1.1866967051470927
7;1.1110834614421476
8;1.045813245927628
9;0.9645498092410553
10;1.38993679501677
11;1.4581507440907022
12;1.3380467869233355
13;1.269142587275508
14;0.9366729575755846
15;1.584288107700323
16;1.4743297541346543
17;1.2498344022197962
18;1.354047396231206
19;1.3346926805099857
20;1.421071147829015
21;1.4644282799390158
22;1.6435446936186384
23;1.0879348626709635
24;1.5080399063281542
25;1.576545420886233
26;1.4072630165645976
27;0.891395912642234
28;0.7944306446281246
29;2.0720127379896223
30;1.5968851960467745
31;2.0717301687613454
32;1.7401817690407104
33;2.1979290481379716
34;1.9331568044426262
35;2.0047660519049533
36;2.5087740585689398
37;1.9421519197236157
38;2.3063115780895758
39;1.737274208554967
40;1.4601210444055703
41;2.733228045050289
42;2.5844597551183006
43;2.844395563119206
44;4.53171898421713
45;3.4037626637306895
46;4.817901926385629
47;7.804442571577563e-06
48;2.433628670010708e-07
49;8.584856597651441e-06
